# Exported by snowmicropyn 1.1.0 (git hash 810911e91ee489585bd69acfc72637e7a61b7dc0)
distance [mm],force [N]
217.7686,0.6475
217.7727,0.6329
217.7769,0.6713
217.7810,0.7058
217.7851,0.7018
217.7892,0.6713
217.7934,0.6488
217.7975,0.6449
217.8016,0.6382
217.8058,0.6488
217.8099,0.6276
217.8140,0.5985
217.8182,0.5998
217.8223,0.6157
217.8264,0.6462
217.8306,0.6700
217.8347,0.6846
217.8388,0.6925
217.8430,0.6594
217.8471,0.6422
217.8512,0.5985
217.8554,0.6250
217.8595,0.6713
217.8636,0.6806
217.8678,0.6382
217.8719,0.6674
217.8760,0.6078
217.8802,0.6369
217.8843,0.6356
217.8884,0.6435
217.8926,0.6303
217.8967,0.6382
217.9008,0.5932
217.9049,0.5747
217.9091,0.5826
217.9132,0.5853
217.9173,0.5614
217.9215,0.5932
217.9256,0.5972
217.9297,0.6224
217.9339,0.6051
217.9380,0.5720
217.9421,0.5614
217.9463,0.5919
217.9504,0.5932
217.9545,0.6303
217.9587,0.6038
217.9628,0.6078
217.9669,0.6051
217.9711,0.6157
217.9752,0.6369
217.9793,0.6528
217.9835,0.6012
217.9876,0.5919
217.9917,0.5919
217.9959,0.6250
218.0000,0.6091
218.0041,0.5787
218.0083,0.5919
218.0124,0.6144
218.0165,0.6462
218.0207,0.6647
218.0248,0.6700
218.0289,0.6886
218.0330,0.6727
218.0372,0.6621
218.0413,0.6859
218.0454,0.6899
218.0496,0.6409
218.0537,0.6740
218.0578,0.6978
218.0620,0.7256
218.0661,0.6899
218.0702,0.6422
218.0744,0.6555
218.0785,0.6343
218.0826,0.6409
218.0868,0.6594
218.0909,0.6713
218.0950,0.6859
218.0992,0.6687
218.1033,0.6581
218.1074,0.6581
218.1116,0.6647
218.1157,0.6515
218.1198,0.6568
218.1240,0.6224
218.1281,0.6051
218.1322,0.6025
218.1364,0.5919
218.1405,0.6078
218.1446,0.6144
218.1488,0.6051
218.1529,0.6157
218.1570,0.6078
218.1611,0.5919
218.1653,0.5906
218.1694,0.6197
218.1735,0.6065
218.1777,0.5945
218.1818,0.5800
218.1859,0.6290
218.1901,0.6184
218.1942,0.6316
218.1983,0.6276
218.2025,0.6290
218.2066,0.6038
218.2107,0.5601
218.2149,0.4833
218.2190,0.5217
218.2231,0.5535
218.2273,0.5350
218.2314,0.5548
218.2355,0.5535
218.2397,0.5442
218.2438,0.5588
218.2479,0.5840
218.2521,0.5985
218.2562,0.5892
218.2603,0.5998
218.2645,0.5641
218.2686,0.5429
218.2727,0.5522
218.2769,0.5548
218.2810,0.5800
218.2851,0.5906
218.2892,0.6104
218.2934,0.6065
218.2975,0.6038
218.3016,0.6184
218.3058,0.5892
218.3099,0.5813
218.3140,0.6012
218.3182,0.6276
218.3223,0.6634
218.3264,0.6634
218.3306,0.6210
218.3347,0.6224
218.3388,0.6250
218.3430,0.6422
218.3471,0.6382
218.3512,0.6396
218.3554,0.6051
218.3595,0.6316
218.3636,0.6157
218.3678,0.6369
218.3719,0.6912
218.3760,0.6819
218.3802,0.6568
218.3843,0.6303
218.3884,0.6250
218.3926,0.6462
218.3967,0.6700
218.4008,0.6740
218.4049,0.6660
218.4091,0.6766
218.4132,0.6793
218.4173,0.6872
218.4215,0.6382
218.4256,0.6224
218.4297,0.6581
218.4339,0.6766
218.4380,0.6899
218.4421,0.6978
218.4463,0.7031
218.4504,0.7018
218.4545,0.7217
218.4587,0.7336
218.4628,0.7428
218.4669,0.7150
218.4711,0.7376
218.4752,0.7508
218.4793,0.7309
218.4835,0.6925
218.4876,0.7296
218.4917,0.7309
218.4959,0.6912
218.5000,0.6833
218.5041,0.6674
218.5083,0.6528
218.5124,0.6700
218.5165,0.7018
218.5207,0.7243
218.5248,0.7031
218.5289,0.7362
218.5330,0.7137
218.5372,0.6952
218.5413,0.7058
218.5454,0.6806
218.5496,0.6727
218.5537,0.6886
218.5578,0.7137
218.5620,0.6727
218.5661,0.6819
218.5702,0.6859
218.5744,0.7058
218.5785,0.7044
218.5826,0.6992
218.5868,0.7217
218.5909,0.6647
218.5950,0.6316
218.5992,0.5945
218.6033,0.5985
218.6074,0.6118
218.6116,0.6224
218.6157,0.6224
218.6198,0.6210
218.6240,0.6118
218.6281,0.6184
218.6322,0.6528
218.6364,0.6396
218.6405,0.6396
218.6446,0.6157
218.6488,0.6263
218.6529,0.6343
218.6570,0.6488
218.6611,0.6488
218.6653,0.6475
218.6694,0.6409
218.6735,0.6674
218.6777,0.6634
218.6818,0.6819
218.6859,0.6872
218.6901,0.6263
218.6942,0.6343
218.6983,0.6515
218.7025,0.6713
218.7066,0.6713
218.7107,0.6488
218.7149,0.6700
218.7190,0.6687
218.7231,0.6435
218.7273,0.6038
218.7314,0.6091
218.7355,0.5906
218.7397,0.6038
218.7438,0.6276
218.7479,0.6131
218.7521,0.6171
218.7562,0.6369
218.7603,0.6356
218.7645,0.6581
218.7686,0.6674
218.7727,0.6369
218.7769,0.6290
218.7810,0.5998
218.7851,0.5760
218.7892,0.5853
218.7934,0.5972
218.7975,0.6197
218.8016,0.6435
218.8058,0.6780
218.8099,0.6846
218.8140,0.6727
218.8182,0.6541
218.8223,0.6713
218.8264,0.6713
218.8306,0.6157
218.8347,0.6290
218.8388,0.6276
218.8430,0.6449
218.8471,0.6303
218.8512,0.6329
218.8554,0.6780
218.8595,0.6965
218.8636,0.7097
218.8678,0.7137
218.8719,0.7389
218.8760,0.7177
218.8802,0.7190
218.8843,0.6674
218.8884,0.6422
218.8926,0.6224
218.8967,0.6356
218.9008,0.6356
218.9049,0.6621
218.9091,0.6104
218.9132,0.5840
218.9173,0.6025
218.9215,0.5892
218.9256,0.5972
218.9297,0.6012
218.9339,0.6316
218.9380,0.5906
218.9421,0.6038
218.9463,0.5866
218.9504,0.5959
218.9545,0.6131
218.9587,0.6091
218.9628,0.5707
218.9669,0.5972
218.9711,0.6224
218.9752,0.6263
218.9793,0.6343
218.9835,0.6621
218.9876,0.6488
218.9917,0.6727
218.9959,0.6753
219.0000,0.6687
219.0041,0.6555
219.0083,0.6621
219.0124,0.6687
219.0165,0.6727
219.0207,0.6740
219.0248,0.6369
219.0289,0.6555
219.0330,0.6912
219.0372,0.6872
219.0413,0.6846
219.0454,0.6978
219.0496,0.6713
219.0537,0.6740
219.0578,0.6766
219.0620,0.6475
219.0661,0.6303
219.0702,0.6449
219.0744,0.6515
219.0785,0.6184
219.0826,0.6382
219.0868,0.6555
219.0909,0.6263
219.0950,0.6263
219.0992,0.6303
219.1033,0.6104
219.1074,0.5495
219.1116,0.5508
219.1157,0.5363
219.1198,0.5283
219.1240,0.5416
219.1281,0.5800
219.1322,0.6012
219.1364,0.5800
219.1405,0.5720
219.1446,0.5906
219.1488,0.6091
219.1529,0.5932
219.1570,0.5707
219.1611,0.5800
219.1653,0.5932
219.1694,0.5998
219.1735,0.6316
219.1777,0.6396
219.1818,0.6396
219.1859,0.6131
219.1901,0.5720
219.1942,0.5667
219.1983,0.5826
219.2025,0.6131
219.2066,0.5906
219.2107,0.5760
219.2149,0.5456
219.2190,0.5694
219.2231,0.5734
219.2273,0.5813
219.2314,0.5800
219.2355,0.5681
219.2397,0.5879
219.2438,0.5628
219.2479,0.5522
219.2521,0.5720
219.2562,0.5998
219.2603,0.5945
219.2645,0.5985
219.2686,0.5945
219.2727,0.5892
219.2769,0.5641
219.2810,0.5906
219.2851,0.5813
219.2892,0.5482
219.2934,0.5588
219.2975,0.5561
219.3016,0.5403
219.3058,0.5416
219.3099,0.5508
219.3140,0.5508
219.3182,0.5111
219.3223,0.5085
219.3264,0.5456
219.3306,0.5654
219.3347,0.5614
219.3388,0.5840
219.3430,0.5747
219.3471,0.5707
219.3512,0.5720
219.3554,0.5853
219.3595,0.5747
219.3636,0.5800
219.3678,0.5310
219.3719,0.5376
219.3760,0.5403
219.3802,0.5442
219.3843,0.5548
219.3884,0.5760
219.3926,0.5561
219.3967,0.5561
219.4008,0.5469
219.4049,0.5800
219.4091,0.5800
219.4132,0.5734
219.4173,0.5694
219.4215,0.5892
219.4256,0.6104
219.4297,0.6316
219.4339,0.5773
219.4380,0.5297
219.4421,0.5098
219.4463,0.5191
219.4504,0.5350
219.4545,0.5495
219.4587,0.5667
219.4628,0.5654
219.4669,0.5707
219.4711,0.5734
219.4752,0.5945
219.4793,0.5998
219.4835,0.5998
219.4876,0.5840
219.4917,0.5508
219.4959,0.5575
219.5000,0.5363
219.5041,0.5575
219.5083,0.5734
219.5124,0.6065
219.5165,0.5720
219.5207,0.5734
219.5248,0.5945
219.5289,0.6051
219.5330,0.6237
219.5372,0.6290
219.5413,0.6382
219.5454,0.6515
219.5496,0.6382
219.5537,0.6382
219.5578,0.6475
219.5620,0.6276
219.5661,0.6224
219.5702,0.6356
219.5744,0.6184
219.5785,0.5985
219.5826,0.5747
219.5868,0.6118
219.5909,0.6237
219.5950,0.6316
219.5992,0.6356
219.6033,0.6210
219.6074,0.6290
219.6116,0.6237
219.6157,0.6356
219.6198,0.6660
219.6240,0.6568
219.6281,0.6780
219.6322,0.7005
219.6364,0.6660
219.6405,0.6740
219.6446,0.6766
219.6488,0.6528
219.6529,0.6131
219.6570,0.6237
219.6611,0.6435
219.6653,0.6409
219.6694,0.6144
219.6735,0.6171
219.6777,0.6184
219.6818,0.6078
219.6859,0.6051
219.6901,0.6197
219.6942,0.5998
219.6983,0.5787
219.7025,0.5853
219.7066,0.6038
219.7107,0.6131
219.7149,0.6197
219.7190,0.6131
219.7231,0.6422
219.7273,0.6727
219.7314,0.6422
219.7355,0.6250
219.7397,0.5813
219.7438,0.5416
219.7479,0.5681
219.7521,0.5403
219.7562,0.5866
219.7603,0.5773
219.7645,0.5787
219.7686,0.6078
219.7727,0.5760
219.7769,0.5601
219.7810,0.5747
219.7851,0.6065
219.7892,0.6356
219.7934,0.5972
219.7975,0.5972
219.8016,0.5614
219.8058,0.5734
219.8099,0.5720
219.8140,0.5667
219.8182,0.5932
219.8223,0.5416
219.8264,0.5270
219.8306,0.5323
219.8347,0.5601
219.8388,0.5575
219.8430,0.5932
219.8471,0.6237
219.8512,0.6462
219.8554,0.6263
219.8595,0.6568
219.8636,0.6409
219.8678,0.6131
219.8719,0.5998
219.8760,0.6065
219.8802,0.6263
219.8843,0.6329
219.8884,0.6316
219.8926,0.6581
219.8967,0.6780
219.9008,0.6753
219.9049,0.6144
219.9091,0.6184
219.9132,0.6329
219.9173,0.6793
219.9215,0.6872
219.9256,0.6713
219.9297,0.6263
219.9339,0.6144
219.9380,0.6051
219.9421,0.5906
219.9463,0.5628
219.9504,0.5760
219.9545,0.5787
219.9587,0.5429
219.9628,0.5019
219.9669,0.5005
219.9711,0.5244
219.9752,0.5561
219.9793,0.5561
219.9835,0.5363
219.9876,0.5548
219.9917,0.5363
219.9959,0.5535
220.0000,0.5230
220.0041,0.5204
220.0083,0.5376
220.0124,0.5442
220.0165,0.5667
220.0207,0.5601
220.0248,0.6078
220.0289,0.6263
220.0330,0.6356
220.0372,0.6329
220.0413,0.6118
220.0454,0.6250
220.0496,0.6316
220.0537,0.6210
220.0578,0.6131
220.0620,0.6157
220.0661,0.6131
220.0702,0.6051
220.0744,0.5879
220.0785,0.5919
220.0826,0.5787
220.0868,0.5959
220.0909,0.5959
220.0950,0.5773
220.0992,0.5773
220.1033,0.6038
220.1074,0.5998
220.1116,0.5826
220.1157,0.5601
220.1198,0.5495
220.1240,0.5535
220.1281,0.5614
220.1322,0.5363
220.1364,0.5482
220.1405,0.5720
220.1446,0.5561
220.1488,0.5522
220.1529,0.5548
220.1570,0.5508
220.1611,0.5548
220.1653,0.5707
220.1694,0.5787
220.1735,0.5906
220.1777,0.5614
220.1818,0.5601
220.1859,0.5813
220.1901,0.5840
220.1942,0.5853
220.1983,0.6078
220.2025,0.5813
220.2066,0.6184
220.2107,0.6104
220.2149,0.6197
220.2190,0.6237
220.2231,0.6197
220.2273,0.6144
220.2314,0.6012
220.2355,0.5601
220.2397,0.5005
220.2438,0.5138
220.2479,0.5628
220.2521,0.5734
220.2562,0.5760
220.2603,0.5932
220.2645,0.5959
220.2686,0.6051
220.2727,0.6038
220.2769,0.5892
220.2810,0.5416
220.2851,0.5442
220.2892,0.5707
220.2934,0.5376
220.2975,0.5495
220.3016,0.5548
220.3058,0.5654
220.3099,0.5866
220.3140,0.5707
220.3182,0.5760
220.3223,0.5945
220.3264,0.5760
220.3306,0.5787
220.3347,0.5919
220.3388,0.6065
220.3430,0.5906
220.3471,0.5588
220.3512,0.5972
220.3554,0.5800
220.3595,0.5787
220.3636,0.5892
220.3678,0.6197
220.3719,0.6263
220.3760,0.6144
220.3802,0.5972
220.3843,0.5813
220.3884,0.5720
220.3926,0.5813
220.3967,0.5892
220.4008,0.5694
220.4049,0.5694
220.4091,0.5787
220.4132,0.5508
220.4173,0.5522
220.4215,0.5469
220.4256,0.5628
220.4297,0.5840
220.4339,0.5985
220.4380,0.5985
220.4421,0.5840
220.4463,0.5787
220.4504,0.6118
220.4545,0.6118
220.4587,0.5707
220.4628,0.5522
220.4669,0.5813
220.4711,0.6224
220.4752,0.6488
220.4793,0.6409
220.4835,0.6303
220.4876,0.6687
220.4917,0.6727
220.4959,0.6303
220.5000,0.6184
220.5041,0.6144
220.5083,0.6171
220.5124,0.6462
220.5165,0.6462
220.5207,0.6422
220.5248,0.6568
220.5289,0.6144
220.5330,0.6184
220.5372,0.6224
220.5413,0.6515
220.5454,0.6051
220.5496,0.5892
220.5537,0.6118
220.5578,0.5720
220.5620,0.5998
220.5661,0.6343
220.5702,0.6740
220.5744,0.6541
220.5785,0.6621
220.5826,0.5945
220.5868,0.5959
220.5909,0.6157
220.5950,0.6171
220.5992,0.6197
220.6033,0.6184
220.6074,0.6343
220.6116,0.6131
220.6157,0.6263
220.6198,0.6316
220.6240,0.6568
220.6281,0.6396
220.6322,0.6382
220.6364,0.6422
220.6405,0.6422
220.6446,0.6250
220.6488,0.6197
220.6529,0.6051
220.6570,0.5826
220.6611,0.5787
220.6653,0.6091
220.6694,0.5892
220.6735,0.6276
220.6777,0.6197
220.6818,0.5945
220.6859,0.6065
220.6901,0.6104
220.6942,0.6210
220.6983,0.5892
220.7025,0.5681
220.7066,0.5495
220.7107,0.6078
220.7149,0.6224
220.7190,0.6157
220.7231,0.5919
220.7273,0.5840
220.7314,0.6118
220.7355,0.6329
220.7397,0.5932
220.7438,0.5508
220.7479,0.5548
220.7521,0.5535
220.7562,0.5575
220.7603,0.5879
220.7645,0.5826
220.7686,0.6210
220.7727,0.5959
220.7769,0.6263
220.7810,0.6396
220.7851,0.6382
220.7892,0.6382
220.7934,0.6396
220.7975,0.6197
220.8016,0.5919
220.8058,0.6025
220.8099,0.6065
220.8140,0.6131
220.8182,0.6184
220.8223,0.5972
220.8264,0.5760
220.8306,0.5482
220.8347,0.5151
220.8388,0.5217
220.8430,0.5204
220.8471,0.5191
220.8512,0.5495
220.8554,0.5681
220.8595,0.5800
220.8636,0.5800
220.8678,0.5389
220.8719,0.5667
220.8760,0.5840
220.8802,0.5985
220.8843,0.5787
220.8884,0.5628
220.8926,0.5456
220.8967,0.5508
220.9008,0.5548
220.9049,0.5760
220.9091,0.5866
220.9132,0.6104
220.9173,0.6104
220.9215,0.6382
220.9256,0.6210
220.9297,0.6078
220.9339,0.5985
220.9380,0.6012
220.9421,0.6012
220.9463,0.5787
220.9504,0.5575
220.9545,0.5601
220.9587,0.5906
220.9628,0.5734
220.9669,0.5787
220.9711,0.5998
220.9752,0.5840
220.9793,0.5773
220.9835,0.6065
220.9876,0.6303
220.9917,0.6303
220.9959,0.6674
221.0000,0.6555
221.0041,0.6263
221.0083,0.6250
221.0124,0.5985
221.0165,0.6078
221.0207,0.6038
221.0248,0.6038
221.0289,0.6303
221.0330,0.6356
221.0372,0.6382
221.0413,0.6594
221.0454,0.6462
221.0496,0.6541
221.0537,0.6078
221.0578,0.6197
221.0620,0.6290
221.0661,0.6171
221.0702,0.6091
221.0744,0.6131
221.0785,0.6382
221.0826,0.6303
221.0868,0.6343
221.0909,0.6528
221.0950,0.6171
221.0992,0.6144
221.1033,0.6250
221.1074,0.6594
221.1116,0.6078
221.1157,0.5892
221.1198,0.5667
221.1240,0.5919
221.1281,0.5972
221.1322,0.6449
221.1364,0.6157
221.1405,0.6475
221.1446,0.6740
221.1488,0.6647
221.1529,0.6581
221.1570,0.6766
221.1611,0.6713
221.1653,0.6833
221.1694,0.6859
221.1735,0.6660
221.1777,0.6581
221.1818,0.6435
221.1859,0.5787
221.1901,0.5879
221.1942,0.5654
221.1983,0.5734
221.2025,0.5707
221.2066,0.6038
221.2107,0.6237
221.2149,0.6316
221.2190,0.6065
221.2231,0.5840
221.2273,0.5773
221.2314,0.5866
221.2355,0.5985
221.2397,0.6263
221.2438,0.6515
221.2479,0.6515
221.2521,0.6224
221.2562,0.6197
221.2603,0.6290
221.2645,0.6263
221.2686,0.5945
221.2727,0.6038
221.2769,0.6131
221.2810,0.6051
221.2851,0.6118
221.2892,0.6104
221.2934,0.6369
221.2975,0.5985
221.3016,0.5972
221.3058,0.5813
221.3099,0.5985
221.3140,0.6131
221.3182,0.6475
221.3223,0.6382
221.3264,0.6329
221.3306,0.6435
221.3347,0.6502
221.3388,0.6766
221.3430,0.6687
221.3471,0.6766
221.3512,0.6157
221.3554,0.5720
221.3595,0.6237
221.3636,0.6303
221.3678,0.6118
221.3719,0.6131
221.3760,0.6276
221.3802,0.6171
221.3843,0.5760
221.3884,0.5654
221.3926,0.5601
221.3967,0.5561
221.4008,0.5641
221.4049,0.5892
221.4091,0.6038
221.4132,0.6118
221.4173,0.5945
221.4215,0.6224
221.4256,0.6184
221.4297,0.6422
221.4339,0.6515
221.4380,0.6541
221.4421,0.6581
221.4463,0.6382
221.4504,0.6210
221.4545,0.6038
221.4587,0.5840
221.4628,0.6065
221.4669,0.6091
221.4711,0.6051
221.4752,0.5866
221.4793,0.5919
221.4835,0.6157
221.4876,0.6594
221.4917,0.6965
221.4959,0.6872
221.5000,0.7084
221.5041,0.6819
221.5083,0.6621
221.5124,0.6409
221.5165,0.6263
221.5207,0.6210
221.5248,0.6634
221.5289,0.6555
221.5330,0.6740
221.5372,0.6819
221.5413,0.6329
221.5454,0.6435
221.5496,0.6727
221.5537,0.6409
221.5578,0.6528
221.5620,0.6369
221.5661,0.6051
221.5702,0.6276
221.5744,0.6303
221.5785,0.6329
221.5826,0.6780
221.5868,0.6965
221.5909,0.6727
221.5950,0.6462
221.5992,0.6806
221.6033,0.6674
221.6074,0.6594
221.6116,0.6184
221.6157,0.6568
221.6198,0.6912
221.6240,0.7044
221.6281,0.6846
221.6322,0.6833
221.6364,0.6727
221.6405,0.6819
221.6446,0.6925
221.6488,0.6528
221.6529,0.6647
221.6570,0.6819
221.6611,0.7150
221.6653,0.7097
221.6694,0.6780
221.6735,0.6581
221.6777,0.6303
221.6818,0.6290
221.6859,0.6184
221.6901,0.5932
221.6942,0.5998
221.6983,0.6038
221.7025,0.6369
221.7066,0.6541
221.7107,0.6502
221.7149,0.6237
221.7190,0.6303
221.7231,0.6687
221.7273,0.6740
221.7314,0.6912
221.7355,0.6475
221.7397,0.6369
221.7438,0.6449
221.7479,0.6872
221.7521,0.7005
221.7562,0.7177
221.7603,0.7256
221.7645,0.7627
221.7686,0.7442
221.7727,0.7243
221.7769,0.7508
221.7810,0.7495
221.7851,0.7852
221.7892,0.7786
221.7934,0.8011
221.7975,0.7865
221.8016,0.7865
221.8058,0.7442
221.8099,0.7309
221.8140,0.7031
221.8182,0.6952
221.8223,0.6541
221.8264,0.6316
221.8306,0.6316
221.8347,0.6541
221.8388,0.6833
221.8430,0.6793
221.8471,0.6727
221.8512,0.6992
221.8554,0.6753
221.8595,0.6912
221.8636,0.6687
221.8678,0.6660
221.8719,0.6846
221.8760,0.7058
221.8802,0.6978
221.8843,0.6502
221.8884,0.6872
221.8926,0.7071
221.8967,0.7084
221.9008,0.7256
221.9049,0.7349
221.9091,0.7813
221.9132,0.7296
221.9173,0.7243
221.9215,0.7203
221.9256,0.7150
221.9297,0.7813
221.9339,0.8077
221.9380,0.7574
221.9421,0.7733
221.9463,0.7627
221.9504,0.7760
221.9545,0.8170
221.9587,0.7256
221.9628,0.7296
221.9669,0.7428
221.9711,0.7415
221.9752,0.7574
221.9793,0.7389
221.9835,0.7256
221.9876,0.7415
221.9917,0.7667
221.9959,0.7614
222.0000,0.7468
222.0041,0.7270
222.0083,0.7468
222.0124,0.7720
222.0165,0.7654
222.0207,0.7389
222.0248,0.7164
222.0289,0.6594
222.0330,0.7018
222.0372,0.7481
222.0413,0.6806
222.0454,0.6396
222.0496,0.6462
222.0537,0.6210
222.0578,0.6012
222.0620,0.6051
222.0661,0.6343
222.0702,0.6409
222.0744,0.6435
222.0785,0.6581
222.0826,0.6793
222.0868,0.6581
222.0909,0.6780
222.0950,0.6608
222.0992,0.6952
222.1033,0.6846
222.1074,0.6766
222.1116,0.6846
222.1157,0.7071
222.1198,0.7190
222.1240,0.7428
222.1281,0.6965
222.1322,0.6290
222.1364,0.6303
222.1405,0.6065
222.1446,0.5945
222.1488,0.6038
222.1529,0.6210
222.1570,0.6396
222.1611,0.6210
222.1653,0.6435
222.1694,0.6449
222.1735,0.6581
222.1777,0.6647
222.1818,0.6303
222.1859,0.5998
222.1901,0.6197
222.1942,0.6210
222.1983,0.6356
222.2025,0.6674
222.2066,0.6528
222.2107,0.6502
222.2149,0.6449
222.2190,0.6475
222.2231,0.6859
222.2273,0.6859
222.2314,0.6700
222.2355,0.6276
222.2397,0.6343
222.2438,0.6356
222.2479,0.5959
222.2521,0.6025
222.2562,0.6276
222.2603,0.6104
222.2645,0.5945
222.2686,0.5707
222.2727,0.6012
222.2769,0.5932
222.2810,0.5614
222.2851,0.5720
222.2892,0.5932
222.2934,0.5681
222.2975,0.5707
222.3016,0.5826
222.3058,0.6051
222.3099,0.5866
222.3140,0.6184
222.3182,0.5972
222.3223,0.6237
222.3264,0.5945
222.3306,0.5972
222.3347,0.6038
222.3388,0.6118
222.3430,0.5800
222.3471,0.5628
222.3512,0.5945
222.3554,0.5813
222.3595,0.5906
222.3636,0.5840
222.3678,0.5826
222.3719,0.6224
222.3760,0.6382
222.3802,0.6515
222.3843,0.6263
222.3884,0.6250
222.3926,0.6303
222.3967,0.5919
222.4008,0.6038
222.4049,0.5959
222.4091,0.5614
222.4132,0.5694
222.4173,0.5853
222.4215,0.5800
222.4256,0.5972
222.4297,0.6012
222.4339,0.6104
222.4380,0.5972
222.4421,0.6316
222.4463,0.6224
222.4504,0.5945
222.4545,0.5932
222.4587,0.6131
222.4628,0.6118
222.4669,0.6369
222.4711,0.5641
222.4752,0.5720
222.4793,0.5932
222.4835,0.5945
222.4876,0.6382
222.4917,0.6462
222.4959,0.6343
222.5000,0.6422
222.5041,0.6224
222.5083,0.6171
222.5124,0.6012
222.5165,0.6131
222.5207,0.6237
222.5248,0.6078
222.5289,0.6475
222.5330,0.6396
222.5372,0.6343
222.5413,0.6118
222.5454,0.6078
222.5496,0.5998
222.5537,0.5773
222.5578,0.5614
222.5620,0.5588
222.5661,0.5800
222.5702,0.6157
222.5744,0.6422
222.5785,0.5945
222.5826,0.5575
222.5868,0.5681
222.5909,0.5945
222.5950,0.5628
222.5992,0.5853
222.6033,0.5734
222.6074,0.5482
222.6116,0.5336
222.6157,0.5628
222.6198,0.5760
222.6240,0.5667
222.6281,0.5270
222.6322,0.5336
222.6364,0.5191
222.6405,0.5297
222.6446,0.5389
222.6488,0.5456
222.6529,0.5403
222.6570,0.5588
222.6611,0.5098
222.6653,0.5350
222.6694,0.5628
222.6735,0.5840
222.6777,0.5614
222.6818,0.5561
222.6859,0.5614
222.6901,0.5588
222.6942,0.5522
222.6983,0.5575
222.7025,0.5654
222.7066,0.5297
222.7107,0.5389
222.7149,0.5442
222.7190,0.5257
222.7231,0.5138
222.7273,0.5482
222.7314,0.5614
222.7355,0.5734
222.7397,0.5575
222.7438,0.5601
222.7479,0.5601
222.7521,0.5747
222.7562,0.5840
222.7603,0.5932
222.7645,0.5866
222.7686,0.5601
222.7727,0.5588
222.7769,0.5548
222.7810,0.5628
222.7851,0.5310
222.7892,0.5535
222.7934,0.5588
222.7975,0.5813
222.8016,0.5959
222.8058,0.5906
222.8099,0.5813
222.8140,0.5429
222.8182,0.5548
222.8223,0.5350
222.8264,0.5403
222.8306,0.5561
222.8347,0.5773
222.8388,0.5694
222.8430,0.5641
222.8471,0.5456
222.8512,0.5760
222.8554,0.6038
222.8595,0.5998
222.8636,0.5575
222.8678,0.5403
222.8719,0.5270
222.8760,0.5416
222.8802,0.5138
222.8843,0.5482
222.8884,0.5588
222.8926,0.5177
222.8967,0.5416
222.9008,0.5469
222.9049,0.5535
222.9091,0.5734
222.9132,0.5985
222.9173,0.6131
222.9215,0.6210
222.9256,0.5879
222.9297,0.5879
222.9339,0.5747
222.9380,0.5747
222.9421,0.5508
222.9463,0.5760
222.9504,0.5641
222.9545,0.5588
222.9587,0.5800
222.9628,0.6104
222.9669,0.6210
222.9711,0.6144
222.9752,0.5892
222.9793,0.6144
222.9835,0.6157
222.9876,0.5906
222.9917,0.6210
222.9959,0.6369
223.0000,0.6356
223.0041,0.6396
223.0083,0.6210
223.0124,0.6409
223.0165,0.6594
223.0207,0.6488
223.0248,0.6184
223.0289,0.5932
223.0330,0.5840
223.0372,0.6104
223.0413,0.6237
223.0454,0.5734
223.0496,0.5747
223.0537,0.5826
223.0578,0.5866
223.0620,0.6065
223.0661,0.6224
223.0702,0.6303
223.0744,0.6210
223.0785,0.5853
223.0826,0.5813
223.0868,0.5972
223.0909,0.5919
223.0950,0.6171
223.0992,0.5998
223.1033,0.5787
223.1074,0.5892
223.1116,0.6144
223.1157,0.6276
223.1198,0.5879
223.1240,0.5787
223.1281,0.6065
223.1322,0.5985
223.1364,0.6051
223.1405,0.6303
223.1446,0.6329
223.1488,0.6356
223.1529,0.5906
223.1570,0.6065
223.1611,0.6171
223.1653,0.6290
223.1694,0.6329
223.1735,0.5932
223.1777,0.6078
223.1818,0.5773
223.1859,0.5840
223.1901,0.5998
223.1942,0.6065
223.1983,0.5840
223.2025,0.5879
223.2066,0.5906
223.2107,0.5681
223.2149,0.5813
223.2190,0.5747
223.2231,0.5654
223.2273,0.5575
223.2314,0.5734
223.2355,0.5614
223.2397,0.5667
223.2438,0.5720
223.2479,0.5998
223.2521,0.6157
223.2562,0.6171
223.2603,0.6316
223.2645,0.6051
223.2686,0.6051
223.2727,0.5959
223.2769,0.5959
223.2810,0.5760
223.2851,0.6078
223.2892,0.6515
223.2934,0.6409
223.2975,0.6660
223.3016,0.6369
223.3058,0.6396
223.3099,0.5787
223.3140,0.5707
223.3182,0.5575
223.3223,0.5641
223.3264,0.5482
223.3306,0.5575
223.3347,0.5257
223.3388,0.5244
223.3430,0.5151
223.3471,0.5138
223.3512,0.5376
223.3554,0.5694
223.3595,0.5694
223.3636,0.5919
223.3678,0.5641
223.3719,0.5879
223.3760,0.5879
223.3802,0.5681
223.3843,0.5548
223.3884,0.5972
223.3926,0.6184
223.3967,0.6263
223.4008,0.6171
223.4049,0.6184
223.4091,0.6078
223.4132,0.5959
223.4173,0.5945
223.4215,0.5800
223.4256,0.5959
223.4297,0.5998
223.4339,0.5853
223.4380,0.5866
223.4421,0.5734
223.4463,0.5919
223.4504,0.6078
223.4545,0.5972
223.4587,0.5879
223.4628,0.5707
223.4669,0.5840
223.4711,0.6091
223.4752,0.5919
223.4793,0.6091
223.4835,0.5734
223.4876,0.5654
223.4917,0.5932
223.4959,0.5906
223.5000,0.5826
223.5041,0.5906
223.5083,0.6263
223.5124,0.6396
223.5165,0.6780
223.5207,0.6594
